Wall time,Step,Value
1687301475.212735,0,0.30568498373031616
1687301530.8685293,2,0.5427953004837036
1687301585.8490036,4,0.6400556564331055
1687301640.8007882,6,0.6891606450080872
1687301695.8454967,8,0.7318220734596252
1687301750.1664824,10,0.6243762969970703
1687301804.7786062,12,0.706031858921051
1687301859.5505285,14,0.7330945134162903
1687301914.6761692,16,0.6884889006614685
1687301969.838494,18,0.7138456106185913
1687302025.3159974,20,0.7162351012229919
1687302080.1862173,22,0.6946099996566772
1687302135.4749198,24,0.7144380211830139
1687302190.3766282,26,0.7039481401443481
1687302245.1170397,28,0.680220901966095
1687302299.9344294,30,0.679460346698761
1687302355.7315483,32,0.6746702194213867
1687302410.7338393,34,0.6504050493240356
1687302465.659037,36,0.6880550980567932
1687302520.0787306,38,0.6973530650138855
