Wall time,Step,Value
1687299266.3988962,0,0.1810310333967209
1687299320.5545187,2,0.3773227632045746
1687299375.4541237,4,0.532360315322876
1687299429.885795,6,0.5744943022727966
1687299486.0260053,8,0.6253476738929749
1687299540.7672825,10,0.6703109741210938
1687299594.7584925,12,0.6876440644264221
1687299648.8351688,14,0.6343878507614136
1687299703.2717047,16,0.6636091470718384
1687299758.2267382,18,0.7044911980628967
1687299812.4830766,20,0.6462631225585938
1687299866.9757998,22,0.6664469838142395
1687299921.556868,24,0.6053889393806458
1687299975.9294064,26,0.6786243319511414
1687300030.2389452,28,0.6721161007881165
1687300084.0699778,30,0.6962164640426636
1687300138.9424505,32,0.6615658402442932
1687300192.7982845,34,0.6307564377784729
1687300246.874051,36,0.6412645578384399
1687300301.3155258,38,0.6184881329536438
