Wall time,Step,Value
1687300364.795303,0,0.15613685548305511
1687300419.910066,2,0.38862884044647217
1687300475.0228202,4,0.501117467880249
1687300529.9042807,6,0.5275370478630066
1687300584.2957525,8,0.6258217692375183
1687300639.304561,10,0.5763963460922241
1687300694.5904384,12,0.5841760635375977
1687300749.402608,14,0.6355859041213989
1687300804.4151447,16,0.623913586139679
1687300859.0862226,18,0.6700552105903625
1687300914.2081075,20,0.650330662727356
1687300968.7088084,22,0.6826629638671875
1687301023.534642,24,0.6081835031509399
1687301078.4607527,26,0.6064542531967163
1687301133.1383967,28,0.6631541848182678
1687301189.7528515,30,0.623827338218689
1687301244.7685733,32,0.661392092704773
1687301300.2425337,34,0.6145383715629578
1687301355.408534,36,0.5141057968139648
1687301410.1894052,38,0.6431649327278137
